PurchaseID,Producto,Cantidad,PrecioUnitario,Total
3002,Galleta de Almendra,4,1.2,4.8
3002,Galleta de Mantequilla,6,1.0,6.0
3002,Eclair de Chocolate,1,3.5,3.5
3002,Muffin de Chocolate,11,2.5,27.5
3002,Magdalena de Chocolate,11,1.2,13.2
3002,Cheesecake de Oreo,1,22.0,22.0
3002,Galleta de Chocolate,10,1.0,10.0
3003,Galleta de Almendra,8,1.2,9.6
3003,Macaron de Vainilla,7,1.5,10.5
3003,Pan de Leche,2,1.0,2.0
3003,Bretzel Dulce,6,2.0,12.0
3003,Galleta de Jengibre,11,1.5,16.5
3004,Berlina de Crema,1,2.0,2.0
3004,Mini Tarta de Frutas,12,5.0,60.0
3004,Cheesecake Clásico,1,20.0,20.0
3004,Croissant Clásico,8,2.5,20.0
3004,Palmera Natural,4,2.0,8.0
3004,Magdalena de Chocolate,3,1.2,3.6
3005,Muffin de Arándanos,5,2.5,12.5
3005,Roll de Canela,8,2.5,20.0
3005,Bombón de Chocolate,5,0.8,4.0
3005,Berlina de Chocolate,3,2.0,6.0
3006,Galleta de Avena,7,1.0,7.0
3006,Tarta de Chocolate,4,16.0,64.0
3006,Eclair de Chocolate,5,3.5,17.5
3006,Profiterol,2,1.5,3.0
3006,Tarta de Café,2,16.0,32.0
3006,Roll de Canela,7,2.5,17.5
3007,Tarta Red Velvet,12,20.0,240.0
3007,Brownie,5,3.0,15.0
3007,Roll de Chocolate,4,2.5,10.0
3007,Croissant de Almendras,11,3.5,38.5
3007,Galleta de Avena,9,1.0,9.0
3008,Croissant de Almendras,11,3.5,38.5
3008,Napolitana de Crema,10,2.5,25.0
3008,Tarta de Manzana,12,15.0,180.0
3008,Tarta Red Velvet,5,20.0,100.0
3008,Muffin de Plátano,8,2.5,20.0
3009,Macaron de Vainilla,12,1.5,18.0
3009,Napolitana de Chocolate,7,2.5,17.5
3009,Muffin de Plátano,2,2.5,5.0
3009,Macaron de Chocolate,4,1.5,6.0
3009,Galleta de Mantequilla,2,1.0,2.0
3009,Donut de Chocolate,10,1.5,15.0
3009,Galleta de Chocolate,11,1.0,11.0
3010,Donut Relleno,9,2.0,18.0
3011,Tarta de Café,2,16.0,32.0
3011,Muffin de Chocolate,9,2.5,22.5
3011,Macaron de Pistacho,1,1.5,1.5
3011,Croissant de Almendras,2,3.5,7.0
3011,Muffin de Plátano,10,2.5,25.0
3012,Napolitana de Chocolate,9,2.5,22.5
3012,Muffin de Chocolate,4,2.5,10.0
3012,Palmera de Chocolate,7,2.5,17.5
3012,Donut Relleno,1,2.0,2.0
3012,Galleta de Jengibre,7,1.5,10.5
3012,Macaron de Frambuesa,12,1.5,18.0
3012,Strudel de Manzana,1,3.5,3.5
3013,Galleta de Mantequilla,2,1.0,2.0
3013,Galleta de Jengibre,4,1.5,6.0
3013,Cheesecake Clásico,4,20.0,80.0
3013,Roll de Chocolate,9,2.5,22.5
3013,Bretzel Dulce,7,2.0,14.0
3013,Croissant de Almendras,10,3.5,35.0
3013,Tarta de Frutas,9,18.0,162.0
3014,Roll de Chocolate,7,2.5,17.5
3014,Tarta de Limón,11,15.0,165.0
3014,Tarta Red Velvet,2,20.0,40.0
3014,Croissant de Almendras,1,3.5,3.5
3014,Cheesecake Clásico,3,20.0,60.0
3015,Tarta Red Velvet,8,20.0,160.0
3015,Galleta de Chocolate,6,1.0,6.0
3016,Croissant de Almendras,9,3.5,31.5
3016,Galleta de Coco,2,1.2,2.4
3016,Donut Relleno,10,2.0,20.0
3016,Palmera Natural,11,2.0,22.0
3016,Napolitana de Crema,1,2.5,2.5
3016,Tiramisú Individual,7,4.5,31.5
3016,Pan de Chocolate,2,2.0,4.0
3016,Berlina de Chocolate,2,2.0,4.0
3017,Berlina de Crema,4,2.0,8.0
3017,Tiramisú Individual,12,4.5,54.0
3017,Pan de Chocolate,7,2.0,14.0
3017,Brownie,2,3.0,6.0
3017,Profiterol,9,1.5,13.5
3017,Muffin de Chocolate,12,2.5,30.0
3018,Palmera Natural,1,2.0,2.0
3018,Galleta de Almendra,11,1.2,13.2
3018,Croissant de Chocolate,5,3.0,15.0
3018,Cheesecake de Fresa,1,22.0,22.0
3019,Tarta de Limón,12,15.0,180.0
3019,Tarta de Café,11,16.0,176.0
3019,Cheesecake de Oreo,4,22.0,88.0
3019,Tarta Red Velvet,3,20.0,60.0
3019,Palmera Natural,12,2.0,24.0
3019,Roll de Canela,2,2.5,5.0
3019,Palmera de Chocolate,1,2.5,2.5
3019,Pan de Chocolate,9,2.0,18.0
3020,Pan de Chocolate,4,2.0,8.0
3020,Tarta de Manzana,10,15.0,150.0
3020,Galleta de Avena,7,1.0,7.0
3021,Tarta de Chocolate,8,16.0,128.0
3021,Cheesecake Clásico,6,20.0,120.0
3021,Tarta de Frutas,9,18.0,162.0
3021,Bretzel Dulce,7,2.0,14.0
3021,Rosquilla de Anís,12,1.0,12.0
3022,Croissant de Almendras,1,3.5,3.5
3022,Galleta de Mantequilla,3,1.0,3.0
3023,Palmera Natural,5,2.0,10.0
3023,Croissant de Almendras,2,3.5,7.0
3023,Eclair de Vainilla,5,3.5,17.5
3023,Donut Glaseado,12,1.5,18.0
3023,Strudel de Manzana,1,3.5,3.5
3023,Mini Tarta de Frutas,3,5.0,15.0
3024,Tarta de Manzana,6,15.0,90.0
3024,Tarta de Limón,7,15.0,105.0
3024,Pan de Leche,4,1.0,4.0
3024,Donut Glaseado,9,1.5,13.5
3024,Galleta de Jengibre,1,1.5,1.5
3024,Galleta de Avena,12,1.0,12.0
3024,Napolitana de Crema,5,2.5,12.5
3025,Tiramisú Individual,12,4.5,54.0
3025,Rosquilla de Anís,4,1.0,4.0
3025,Profiterol,7,1.5,10.5
3025,Brownie,7,3.0,21.0
3025,Donut Glaseado,8,1.5,12.0
3025,Tarta de Café,3,16.0,48.0
3025,Palmera de Chocolate,1,2.5,2.5
3026,Cheesecake de Oreo,6,22.0,132.0
3027,Strudel de Manzana,1,3.5,3.5
3027,Donut de Chocolate,11,1.5,16.5
3027,Tarta de Café,7,16.0,112.0
3027,Berlina de Crema,2,2.0,4.0
3027,Galleta de Chocolate,4,1.0,4.0
3027,Tiramisú Individual,9,4.5,40.5
3027,Tarta de Frutas,4,18.0,72.0
3028,Galleta de Avena,5,1.0,5.0
3028,Roll de Chocolate,8,2.5,20.0
3028,Galleta de Coco,1,1.2,1.2
3028,Tarta de Limón,6,15.0,90.0
3028,Galleta de Jengibre,3,1.5,4.5
3028,Mini Tarta de Frutas,1,5.0,5.0
3028,Bretzel Dulce,7,2.0,14.0
3028,Donut Relleno,7,2.0,14.0
3029,Donut Relleno,1,2.0,2.0
3029,Croissant de Chocolate,2,3.0,6.0
3029,Rosquilla de Anís,4,1.0,4.0
3030,Galleta de Avena,9,1.0,9.0
3030,Palmera Natural,5,2.0,10.0
3031,Donut Glaseado,2,1.5,3.0
3031,Berlina de Chocolate,3,2.0,6.0
3031,Tarta de Café,3,16.0,48.0
3031,Cheesecake Clásico,9,20.0,180.0
3031,Mini Tarta de Frutas,5,5.0,25.0
3031,Pan de Chocolate,8,2.0,16.0
3031,Galleta de Coco,1,1.2,1.2
3031,Macaron de Pistacho,6,1.5,9.0
3032,Cheesecake de Fresa,2,22.0,44.0
3032,Roll de Canela,5,2.5,12.5
3032,Muffin de Plátano,5,2.5,12.5
3032,Magdalena de Chocolate,12,1.2,14.4
3032,Cheesecake de Oreo,6,22.0,132.0
3032,Tarta de Café,7,16.0,112.0
3032,Galleta de Jengibre,4,1.5,6.0
3033,Muffin de Chocolate,5,2.5,12.5
3034,Tarta de Frutas,4,18.0,72.0
3034,Eclair de Vainilla,3,3.5,10.5
3034,Donut de Chocolate,3,1.5,4.5
3034,Galleta de Coco,7,1.2,8.4
3034,Croissant de Chocolate,6,3.0,18.0
3035,Croissant Clásico,9,2.5,22.5
3035,Strudel de Manzana,6,3.5,21.0
3035,Pan de Chocolate,4,2.0,8.0
3035,Roll de Canela,3,2.5,7.5
3035,Galleta de Mantequilla,3,1.0,3.0
3035,Muffin de Arándanos,4,2.5,10.0
3036,Rosquilla de Anís,2,1.0,2.0
3036,Tarta de Frutas,7,18.0,126.0
3036,Roll de Canela,10,2.5,25.0
3037,Berlina de Crema,6,2.0,12.0
3037,Tarta de Manzana,7,15.0,105.0
3037,Roll de Chocolate,3,2.5,7.5
3037,Napolitana de Chocolate,2,2.5,5.0
3037,Tarta Red Velvet,4,20.0,80.0
3037,Muffin de Plátano,11,2.5,27.5
3038,Tarta de Limón,3,15.0,45.0
3038,Donut Relleno,12,2.0,24.0
3038,Cheesecake Clásico,2,20.0,40.0
3038,Tarta de Frutas,9,18.0,162.0
3039,Macaron de Chocolate,9,1.5,13.5
3039,Galleta de Almendra,10,1.2,12.0
3039,Eclair de Vainilla,10,3.5,35.0
3039,Croissant de Chocolate,1,3.0,3.0
3039,Macaron de Vainilla,11,1.5,16.5
3039,Magdalena de Chocolate,12,1.2,14.4
3039,Cheesecake de Oreo,10,22.0,220.0
3040,Donut Glaseado,4,1.5,6.0
3040,Muffin de Arándanos,4,2.5,10.0
3040,Profiterol,9,1.5,13.5
3040,Galleta de Avena,5,1.0,5.0
3040,Muffin de Chocolate,11,2.5,27.5
3040,Napolitana de Chocolate,2,2.5,5.0
3040,Cheesecake de Fresa,7,22.0,154.0
3040,Donut de Chocolate,2,1.5,3.0
3041,Pan de Leche,11,1.0,11.0
3041,Tarta Red Velvet,1,20.0,20.0
3041,Donut Relleno,3,2.0,6.0
3041,Mini Tarta de Frutas,11,5.0,55.0
3042,Pan de Chocolate,2,2.0,4.0
3042,Rosquilla de Anís,1,1.0,1.0
3043,Cheesecake Clásico,12,20.0,240.0
3043,Tarta de Frutas,3,18.0,54.0
3044,Tarta Red Velvet,5,20.0,100.0
3044,Galleta de Mantequilla,6,1.0,6.0
3044,Napolitana de Chocolate,2,2.5,5.0
3045,Eclair de Vainilla,4,3.5,14.0
3045,Berlina de Chocolate,7,2.0,14.0
3045,Magdalena de Chocolate,11,1.2,13.2
3045,Magdalena Clásica,3,1.0,3.0
3045,Muffin de Arándanos,9,2.5,22.5
3045,Bretzel Dulce,7,2.0,14.0
3045,Tarta Red Velvet,7,20.0,140.0
3046,Napolitana de Crema,2,2.5,5.0
3047,Tarta de Café,6,16.0,96.0
3047,Galleta de Mantequilla,3,1.0,3.0
3047,Tarta de Frutas,5,18.0,90.0
3047,Muffin de Arándanos,3,2.5,7.5
3048,Macaron de Frambuesa,2,1.5,3.0
3048,Palmera de Chocolate,6,2.5,15.0
3048,Galleta de Jengibre,7,1.5,10.5
3048,Cheesecake de Fresa,4,22.0,88.0
3048,Croissant de Almendras,1,3.5,3.5
3048,Galleta de Almendra,10,1.2,12.0
3048,Donut Glaseado,2,1.5,3.0
3049,Palmera Natural,5,2.0,10.0
3049,Palmera de Chocolate,11,2.5,27.5
3049,Tiramisú Individual,5,4.5,22.5
3049,Galleta de Chocolate,7,1.0,7.0
3049,Bretzel Dulce,11,2.0,22.0
3049,Tarta de Chocolate,10,16.0,160.0
3050,Palmera Natural,8,2.0,16.0
3050,Donut Relleno,4,2.0,8.0
3051,Donut Glaseado,12,1.5,18.0
3052,Cheesecake Clásico,10,20.0,200.0
3053,Croissant de Chocolate,8,3.0,24.0
3053,Bretzel Dulce,4,2.0,8.0
3053,Galleta de Coco,4,1.2,4.8
3053,Napolitana de Crema,12,2.5,30.0
3053,Eclair de Vainilla,4,3.5,14.0
3053,Eclair de Chocolate,9,3.5,31.5
3054,Tarta de Frutas,5,18.0,90.0
3054,Palmera Natural,9,2.0,18.0
3054,Roll de Canela,6,2.5,15.0
3054,Muffin de Arándanos,6,2.5,15.0
3054,Galleta de Mantequilla,4,1.0,4.0
3054,Croissant de Almendras,1,3.5,3.5
3054,Galleta de Chocolate,9,1.0,9.0
3055,Berlina de Chocolate,2,2.0,4.0
3055,Cheesecake de Oreo,6,22.0,132.0
3055,Eclair de Vainilla,12,3.5,42.0
3055,Tarta de Café,8,16.0,128.0
3055,Napolitana de Chocolate,4,2.5,10.0
3055,Galleta de Chocolate,5,1.0,5.0
3055,Tarta de Manzana,2,15.0,30.0
3055,Palmera de Chocolate,11,2.5,27.5
3056,Berlina de Chocolate,1,2.0,2.0
3057,Galleta de Jengibre,7,1.5,10.5
3057,Cheesecake de Fresa,5,22.0,110.0
3057,Cheesecake Clásico,6,20.0,120.0
3058,Croissant de Almendras,5,3.5,17.5
3058,Donut Relleno,10,2.0,20.0
3058,Galleta de Chocolate,12,1.0,12.0
3058,Rosquilla de Anís,7,1.0,7.0
3059,Eclair de Vainilla,5,3.5,17.5
3059,Berlina de Crema,5,2.0,10.0
3059,Galleta de Chocolate,4,1.0,4.0
3059,Tarta de Limón,2,15.0,30.0
3059,Brownie,10,3.0,30.0
3059,Palmera de Chocolate,8,2.5,20.0
3059,Strudel de Manzana,12,3.5,42.0
3059,Pan de Chocolate,2,2.0,4.0
3060,Bombón de Chocolate,9,0.8,7.2
3060,Tarta de Frutas,3,18.0,54.0
3061,Tarta de Manzana,6,15.0,90.0
3061,Croissant de Almendras,9,3.5,31.5
3061,Tarta Red Velvet,1,20.0,20.0
3061,Rosquilla de Anís,5,1.0,5.0
3061,Bombón de Chocolate,3,0.8,2.4
3061,Donut Relleno,11,2.0,22.0
3062,Macaron de Vainilla,11,1.5,16.5
3062,Napolitana de Chocolate,3,2.5,7.5
3062,Galleta de Avena,7,1.0,7.0
3063,Donut Glaseado,7,1.5,10.5
3063,Berlina de Chocolate,11,2.0,22.0
3064,Mini Tarta de Frutas,6,5.0,30.0
3064,Cheesecake de Fresa,2,22.0,44.0
3064,Tiramisú Individual,7,4.5,31.5
3064,Eclair de Chocolate,11,3.5,38.5
3064,Galleta de Jengibre,5,1.5,7.5
3064,Roll de Chocolate,8,2.5,20.0
3064,Croissant de Chocolate,7,3.0,21.0
3064,Galleta de Mantequilla,3,1.0,3.0
3065,Muffin de Arándanos,3,2.5,7.5
3065,Pan de Chocolate,11,2.0,22.0
3065,Bombón de Chocolate,11,0.8,8.8
3065,Tarta de Frutas,8,18.0,144.0
3065,Berlina de Chocolate,4,2.0,8.0
3065,Macaron de Vainilla,11,1.5,16.5
3065,Magdalena Clásica,11,1.0,11.0
3065,Cheesecake de Fresa,12,22.0,264.0
3066,Galleta de Coco,12,1.2,14.4
3066,Macaron de Chocolate,10,1.5,15.0
3066,Berlina de Chocolate,11,2.0,22.0
3067,Roll de Canela,10,2.5,25.0
3067,Rosquilla de Anís,10,1.0,10.0
3067,Tarta Red Velvet,5,20.0,100.0
3067,Magdalena de Chocolate,12,1.2,14.4
3067,Magdalena Clásica,3,1.0,3.0
3067,Galleta de Avena,3,1.0,3.0
3068,Palmera de Chocolate,3,2.5,7.5
3068,Galleta de Jengibre,6,1.5,9.0
3068,Macaron de Pistacho,12,1.5,18.0
3068,Galleta de Coco,2,1.2,2.4
3069,Tarta de Manzana,8,15.0,120.0
3069,Rosquilla de Anís,7,1.0,7.0
3069,Pan de Leche,11,1.0,11.0
3069,Macaron de Frambuesa,5,1.5,7.5
3069,Donut Relleno,10,2.0,20.0
3069,Napolitana de Crema,2,2.5,5.0
3069,Cheesecake Clásico,7,20.0,140.0
3069,Magdalena Clásica,6,1.0,6.0
3070,Donut Relleno,12,2.0,24.0
3070,Berlina de Chocolate,8,2.0,16.0
3070,Tarta de Frutas,8,18.0,144.0
3071,Cheesecake de Fresa,3,22.0,66.0
3071,Galleta de Coco,12,1.2,14.4
3071,Pan de Leche,6,1.0,6.0
3071,Berlina de Crema,3,2.0,6.0
3071,Magdalena de Chocolate,8,1.2,9.6
3071,Eclair de Vainilla,3,3.5,10.5
3071,Eclair de Chocolate,8,3.5,28.0
3072,Pan de Leche,3,1.0,3.0
3072,Roll de Chocolate,5,2.5,12.5
3072,Donut de Chocolate,6,1.5,9.0
3072,Pan de Chocolate,8,2.0,16.0
3072,Muffin de Plátano,1,2.5,2.5
3072,Galleta de Mantequilla,8,1.0,8.0
3072,Brownie,12,3.0,36.0
3072,Napolitana de Crema,2,2.5,5.0
3073,Tarta de Café,12,16.0,192.0
3074,Eclair de Chocolate,2,3.5,7.0
3074,Tarta de Chocolate,6,16.0,96.0
3074,Tarta de Manzana,12,15.0,180.0
3074,Cheesecake de Fresa,12,22.0,264.0
3074,Tarta de Frutas,11,18.0,198.0
3075,Tarta Red Velvet,3,20.0,60.0
3075,Berlina de Crema,1,2.0,2.0
3075,Napolitana de Chocolate,1,2.5,2.5
3075,Muffin de Arándanos,4,2.5,10.0
3076,Croissant de Almendras,3,3.5,10.5
3076,Palmera de Chocolate,8,2.5,20.0
3077,Galleta de Jengibre,12,1.5,18.0
3077,Eclair de Chocolate,12,3.5,42.0
3077,Donut de Chocolate,3,1.5,4.5
3077,Magdalena Clásica,7,1.0,7.0
3077,Macaron de Pistacho,2,1.5,3.0
3077,Berlina de Chocolate,9,2.0,18.0
3078,Galleta de Almendra,10,1.2,12.0
3079,Rosquilla de Anís,7,1.0,7.0
3079,Muffin de Arándanos,9,2.5,22.5
3079,Macaron de Pistacho,9,1.5,13.5
3079,Donut Glaseado,1,1.5,1.5
3079,Croissant de Almendras,6,3.5,21.0
3080,Bombón de Chocolate,11,0.8,8.8
3080,Donut Glaseado,5,1.5,7.5
3080,Berlina de Chocolate,8,2.0,16.0
3080,Donut de Chocolate,3,1.5,4.5
3081,Galleta de Almendra,4,1.2,4.8
3081,Rosquilla de Anís,11,1.0,11.0
3081,Macaron de Frambuesa,9,1.5,13.5
3081,Muffin de Arándanos,7,2.5,17.5
3081,Croissant de Chocolate,6,3.0,18.0
3081,Macaron de Chocolate,10,1.5,15.0
3082,Galleta de Avena,5,1.0,5.0
3082,Mini Tarta de Frutas,4,5.0,20.0
3082,Muffin de Plátano,11,2.5,27.5
3082,Croissant de Chocolate,4,3.0,12.0
3082,Eclair de Chocolate,6,3.5,21.0
3082,Donut Glaseado,11,1.5,16.5
3082,Roll de Canela,2,2.5,5.0
3083,Eclair de Chocolate,1,3.5,3.5
3083,Palmera de Chocolate,3,2.5,7.5
3083,Roll de Chocolate,5,2.5,12.5
3083,Napolitana de Crema,7,2.5,17.5
3084,Napolitana de Chocolate,11,2.5,27.5
3084,Pan de Leche,12,1.0,12.0
3084,Tarta de Café,1,16.0,16.0
3085,Brownie,7,3.0,21.0
3085,Profiterol,6,1.5,9.0
3086,Cheesecake de Oreo,7,22.0,154.0
3086,Profiterol,6,1.5,9.0
3086,Macaron de Vainilla,9,1.5,13.5
3086,Roll de Canela,5,2.5,12.5
3086,Tiramisú Individual,9,4.5,40.5
3086,Croissant Clásico,11,2.5,27.5
3086,Tarta de Frutas,5,18.0,90.0
3087,Eclair de Vainilla,1,3.5,3.5
3087,Croissant de Chocolate,1,3.0,3.0
3088,Roll de Canela,9,2.5,22.5
3088,Pan de Chocolate,6,2.0,12.0
3089,Muffin de Plátano,11,2.5,27.5
3089,Rosquilla de Anís,11,1.0,11.0
3089,Tarta de Chocolate,6,16.0,96.0
3089,Profiterol,6,1.5,9.0
3089,Cheesecake de Fresa,8,22.0,176.0
3089,Macaron de Frambuesa,6,1.5,9.0
3089,Galleta de Avena,8,1.0,8.0
3089,Macaron de Pistacho,2,1.5,3.0
3090,Tarta de Café,8,16.0,128.0
3090,Tarta de Limón,8,15.0,120.0
3090,Macaron de Frambuesa,6,1.5,9.0
3090,Cheesecake de Fresa,3,22.0,66.0
3090,Palmera Natural,9,2.0,18.0
3090,Croissant de Almendras,12,3.5,42.0
3090,Magdalena de Chocolate,6,1.2,7.2
3091,Galleta de Almendra,2,1.2,2.4
3092,Mini Tarta de Frutas,1,5.0,5.0
3092,Muffin de Arándanos,4,2.5,10.0
3092,Magdalena Clásica,4,1.0,4.0
3092,Bombón de Chocolate,7,0.8,5.6
3092,Cheesecake Clásico,7,20.0,140.0
3092,Tarta de Frutas,2,18.0,36.0
3092,Galleta de Chocolate,9,1.0,9.0
3092,Donut Glaseado,5,1.5,7.5
3093,Tarta de Frutas,2,18.0,36.0
3093,Berlina de Chocolate,6,2.0,12.0
3093,Tarta Red Velvet,5,20.0,100.0
3093,Bombón de Chocolate,4,0.8,3.2
3093,Profiterol,11,1.5,16.5
3093,Tarta de Chocolate,8,16.0,128.0
3093,Donut Glaseado,4,1.5,6.0
3094,Galleta de Avena,3,1.0,3.0
3094,Roll de Chocolate,7,2.5,17.5
3094,Pan de Chocolate,10,2.0,20.0
3094,Tarta de Frutas,4,18.0,72.0
3094,Mini Tarta de Frutas,3,5.0,15.0
3094,Berlina de Chocolate,12,2.0,24.0
3094,Tarta de Manzana,7,15.0,105.0
3095,Pan de Leche,1,1.0,1.0
3095,Galleta de Mantequilla,7,1.0,7.0
3095,Donut Glaseado,10,1.5,15.0
3095,Berlina de Chocolate,10,2.0,20.0
3096,Tarta de Limón,11,15.0,165.0
3096,Tarta Red Velvet,9,20.0,180.0
3096,Roll de Chocolate,8,2.5,20.0
3096,Roll de Canela,3,2.5,7.5
3096,Mini Tarta de Frutas,8,5.0,40.0
3096,Tarta de Manzana,8,15.0,120.0
3096,Brownie,10,3.0,30.0
3096,Muffin de Chocolate,4,2.5,10.0
3097,Galleta de Almendra,4,1.2,4.8
3097,Berlina de Chocolate,6,2.0,12.0
3097,Macaron de Pistacho,10,1.5,15.0
3097,Palmera de Chocolate,9,2.5,22.5
3097,Mini Tarta de Frutas,8,5.0,40.0
3097,Galleta de Coco,6,1.2,7.2
3097,Bombón de Chocolate,7,0.8,5.6
3097,Magdalena Clásica,2,1.0,2.0
3098,Tarta de Manzana,3,15.0,45.0
3098,Eclair de Chocolate,5,3.5,17.5
3098,Tarta de Frutas,9,18.0,162.0
3098,Muffin de Plátano,5,2.5,12.5
3098,Cheesecake de Fresa,4,22.0,88.0
3098,Galleta de Avena,2,1.0,2.0
3098,Galleta de Chocolate,5,1.0,5.0
3098,Muffin de Chocolate,7,2.5,17.5
3099,Croissant de Almendras,9,3.5,31.5
3099,Tarta de Frutas,5,18.0,90.0
3099,Roll de Chocolate,2,2.5,5.0
3099,Tiramisú Individual,10,4.5,45.0
3099,Tarta de Café,4,16.0,64.0
3099,Magdalena de Chocolate,6,1.2,7.2
3099,Muffin de Arándanos,8,2.5,20.0
3100,Pan de Leche,6,1.0,6.0
3100,Strudel de Manzana,6,3.5,21.0
3101,Tarta de Café,5,16.0,80.0
3101,Donut Glaseado,11,1.5,16.5
3101,Pan de Leche,2,1.0,2.0
3101,Cheesecake de Oreo,10,22.0,220.0
3101,Pan de Chocolate,4,2.0,8.0
3101,Galleta de Almendra,12,1.2,14.4
3101,Galleta de Chocolate,11,1.0,11.0
3102,Macaron de Pistacho,10,1.5,15.0
3102,Bretzel Dulce,7,2.0,14.0
3102,Muffin de Arándanos,4,2.5,10.0
3102,Roll de Chocolate,10,2.5,25.0
3102,Tarta de Chocolate,9,16.0,144.0
3102,Palmera de Chocolate,10,2.5,25.0
3103,Macaron de Chocolate,7,1.5,10.5
3103,Cheesecake Clásico,10,20.0,200.0
3103,Macaron de Vainilla,5,1.5,7.5
3103,Palmera de Chocolate,3,2.5,7.5
3103,Galleta de Mantequilla,4,1.0,4.0
3103,Eclair de Vainilla,6,3.5,21.0
3103,Rosquilla de Anís,6,1.0,6.0
3103,Roll de Chocolate,8,2.5,20.0
3104,Croissant Clásico,12,2.5,30.0
3104,Brownie,6,3.0,18.0
3105,Donut Relleno,12,2.0,24.0
3105,Croissant Clásico,1,2.5,2.5
3105,Croissant de Chocolate,12,3.0,36.0
3105,Muffin de Chocolate,12,2.5,30.0
3105,Tiramisú Individual,9,4.5,40.5
3105,Macaron de Chocolate,1,1.5,1.5
3105,Magdalena de Chocolate,6,1.2,7.2
3105,Tarta de Café,7,16.0,112.0
3106,Magdalena de Chocolate,10,1.2,12.0
3106,Croissant de Chocolate,9,3.0,27.0
3106,Eclair de Chocolate,8,3.5,28.0
3106,Macaron de Vainilla,6,1.5,9.0
3107,Muffin de Arándanos,8,2.5,20.0
3107,Pan de Chocolate,2,2.0,4.0
3108,Magdalena de Chocolate,1,1.2,1.2
3108,Croissant Clásico,8,2.5,20.0
3108,Bombón de Chocolate,3,0.8,2.4
3108,Donut de Chocolate,8,1.5,12.0
3108,Pan de Leche,9,1.0,9.0
3109,Roll de Canela,11,2.5,27.5
3109,Macaron de Vainilla,6,1.5,9.0
3109,Tarta de Café,6,16.0,96.0
3109,Rosquilla de Anís,11,1.0,11.0
3110,Napolitana de Chocolate,7,2.5,17.5
3110,Donut de Chocolate,12,1.5,18.0
3110,Muffin de Arándanos,9,2.5,22.5
3110,Croissant Clásico,3,2.5,7.5
3111,Bombón de Chocolate,5,0.8,4.0
3111,Macaron de Vainilla,6,1.5,9.0
3111,Rosquilla de Anís,3,1.0,3.0
3111,Croissant Clásico,8,2.5,20.0
3111,Tiramisú Individual,4,4.5,18.0
3111,Cheesecake Clásico,9,20.0,180.0
3112,Magdalena Clásica,5,1.0,5.0
3112,Donut de Chocolate,3,1.5,4.5
3112,Eclair de Chocolate,3,3.5,10.5
3112,Muffin de Chocolate,2,2.5,5.0
3112,Tarta de Café,1,16.0,16.0
3112,Macaron de Frambuesa,8,1.5,12.0
3112,Berlina de Crema,9,2.0,18.0
3113,Croissant de Chocolate,5,3.0,15.0
3113,Berlina de Crema,7,2.0,14.0
3113,Galleta de Almendra,10,1.2,12.0
3113,Palmera Natural,11,2.0,22.0
3113,Eclair de Chocolate,12,3.5,42.0
3114,Bretzel Dulce,6,2.0,12.0
3114,Macaron de Vainilla,3,1.5,4.5
3114,Berlina de Crema,6,2.0,12.0
3115,Eclair de Vainilla,6,3.5,21.0
3115,Cheesecake de Oreo,9,22.0,198.0
3115,Macaron de Frambuesa,3,1.5,4.5
3115,Berlina de Crema,1,2.0,2.0
3115,Napolitana de Crema,10,2.5,25.0
3115,Croissant de Almendras,6,3.5,21.0
3116,Muffin de Plátano,2,2.5,5.0
3116,Donut Glaseado,8,1.5,12.0
3116,Croissant de Almendras,2,3.5,7.0
3116,Tarta de Chocolate,6,16.0,96.0
3116,Galleta de Chocolate,3,1.0,3.0
3117,Pan de Chocolate,5,2.0,10.0
3117,Pan de Leche,4,1.0,4.0
3117,Brownie,9,3.0,27.0
3117,Magdalena de Chocolate,11,1.2,13.2
3117,Croissant Clásico,6,2.5,15.0
3117,Galleta de Mantequilla,1,1.0,1.0
3117,Berlina de Crema,7,2.0,14.0
3118,Muffin de Plátano,2,2.5,5.0
3118,Berlina de Chocolate,6,2.0,12.0
3118,Muffin de Chocolate,3,2.5,7.5
3118,Brownie,10,3.0,30.0
3119,Magdalena de Chocolate,7,1.2,8.4
3119,Tarta de Frutas,7,18.0,126.0
3119,Magdalena Clásica,5,1.0,5.0
3119,Galleta de Chocolate,4,1.0,4.0
3119,Bombón de Chocolate,11,0.8,8.8
3120,Macaron de Pistacho,5,1.5,7.5
3120,Bombón de Chocolate,9,0.8,7.2
3120,Rosquilla de Anís,12,1.0,12.0
3120,Donut Relleno,10,2.0,20.0
3120,Croissant de Chocolate,10,3.0,30.0
3121,Tarta de Limón,6,15.0,90.0
3121,Tarta de Chocolate,10,16.0,160.0
3122,Palmera Natural,5,2.0,10.0
3122,Muffin de Plátano,9,2.5,22.5
3122,Bretzel Dulce,3,2.0,6.0
3122,Tiramisú Individual,5,4.5,22.5
3122,Galleta de Chocolate,1,1.0,1.0
3122,Tarta Red Velvet,8,20.0,160.0
3123,Macaron de Frambuesa,12,1.5,18.0
3123,Cheesecake Clásico,10,20.0,200.0
3123,Strudel de Manzana,7,3.5,24.5
3123,Tarta de Frutas,2,18.0,36.0
3123,Donut Relleno,9,2.0,18.0
3123,Rosquilla de Anís,8,1.0,8.0
3123,Magdalena de Chocolate,12,1.2,14.4
